"date","update","new_case","total_case","new_death","total_death","Population"
2020-03-02,3927,1,43,0,1,68977400
2020-03-03,4004,0,43,0,1,68977400
2020-03-04,4081,0,43,0,1,68977400
2020-03-05,4158,4,47,0,1,68977400
2020-03-06,4235,1,48,0,1,68977400
2020-03-07,4312,2,50,0,1,68977400
2020-03-08,4389,0,50,0,1,68977400
2020-03-09,4466,0,50,0,1,68977400
2020-03-10,4543,3,53,0,1,68977400
2020-03-11,4620,6,59,0,1,68977400
2020-03-12,4697,13,72,0,1,68977400
2020-03-13,4774,3,75,0,1,68977400
2020-03-14,4851,7,82,0,1,68977400
2020-03-15,4928,32,114,0,1,68977400
2020-03-16,5005,33,147,0,1,68977400
2020-03-17,5082,30,177,0,1,68977400
2020-03-18,5159,35,212,0,1,68977400
2020-03-19,5236,60,272,0,1,68977400
2020-03-20,5313,50,322,0,1,68977400
2020-03-21,5390,89,411,0,1,68977400
2020-03-22,5467,188,599,0,1,68977400
2020-03-23,5544,122,721,0,1,68977400
2020-03-24,5621,106,827,4,5,68977400
2020-03-25,5698,107,934,0,5,68977400
2020-03-26,5775,111,1045,0,5,68977400
2020-03-27,5852,91,1136,0,5,68977400
2020-03-28,5929,108,1244,1,6,68977400
2020-03-29,6006,141,1385,1,7,68977400
2020-03-30,6083,138,1523,2,9,68977400
2020-03-31,6160,128,1651,1,10,68977400
2020-04-01,6237,120,1771,2,12,68977400
2020-04-02,6314,104,1875,3,15,68977400
2020-04-03,6391,103,1978,4,19,68977400
2020-04-04,6468,89,2067,1,20,68977400
2020-04-05,6545,102,2169,3,23,68977400
2020-04-06,6622,51,2220,3,26,68977400
2020-04-07,6699,38,2258,1,27,68977400
2020-04-08,6776,111,2369,5,32,68977400
2020-04-09,6853,54,2423,0,32,68977400
2020-04-10,6930,50,2473,1,33,68977400
2020-04-11,7007,45,2518,2,35,68977400
2020-04-12,7084,33,2551,3,38,68977400
2020-04-13,7161,28,2579,2,40,68977400
2020-04-14,7238,34,2613,1,41,68977400
2020-04-15,7315,30,2643,2,43,68977400
2020-04-16,7392,29,2672,3,46,68977400
2020-04-17,7469,28,2700,1,47,68977400
2020-04-18,7546,33,2733,0,47,68977400
2020-04-19,7623,32,2765,0,47,68977400
2020-04-20,7700,27,2792,0,47,68977400
2020-04-21,7777,19,2811,2,49,68977400
2020-04-22,7854,15,2826,0,49,68977400
2020-04-23,7931,13,2839,1,50,68977400
2020-04-24,8008,15,2854,0,50,68977400
2020-04-25,8085,53,2907,1,51,68977400
2020-04-26,8162,15,2922,0,51,68977400
2020-04-27,8239,9,2931,1,52,68977400
2020-04-28,8316,7,2938,2,54,68977400
2020-04-29,8393,9,2947,0,54,68977400
2020-04-30,8470,7,2954,0,54,68977400
2020-05-01,8547,6,2960,0,54,68977400
2020-05-02,8624,6,2966,0,54,68977400
2020-05-03,8701,3,2969,0,54,68977400
2020-05-04,8778,18,2987,0,54,68977400
2020-05-05,8855,1,2988,0,54,68977400
2020-05-06,8932,1,2989,1,55,68977400
2020-05-07,9009,3,2992,0,55,68977400
2020-05-08,9086,8,3000,0,55,68977400
2020-05-09,9163,4,3004,1,56,68977400
2020-05-10,9240,5,3009,0,56,68977400
2020-05-11,9317,6,3015,0,56,68977400
2020-05-12,9394,2,3017,0,56,68977400
2020-05-13,9471,0,3017,0,56,68977400
2020-05-14,9548,1,3018,0,56,68977400
2020-05-15,9625,7,3025,0,56,68977400
2020-05-16,9702,0,3025,0,56,68977400
2020-05-17,9779,3,3028,0,56,68977400
2020-05-18,9856,3,3031,0,56,68977400
2020-05-19,9933,2,3033,0,56,68977400
2020-05-20,10010,1,3034,0,56,68977400
2020-05-21,10087,3,3037,0,56,68977400
2020-05-22,10164,0,3037,0,56,68977400
2020-05-23,10241,3,3040,0,56,68977400
2020-05-24,10318,0,3040,1,57,68977400
2020-05-25,10395,2,3042,0,57,68977400
2020-05-26,10472,3,3045,0,57,68977400
2020-05-27,10549,9,3054,0,57,68977400
2020-05-28,10626,11,3065,0,57,68977400
2020-05-29,10703,11,3076,0,57,68977400
2020-05-30,10780,1,3077,0,57,68977400
2020-05-31,10857,4,3081,0,57,68977400
2020-06-01,10934,1,3082,0,57,68977400
2020-06-02,11011,1,3083,1,58,68977400
2020-06-03,11088,1,3084,0,58,68977400
2020-06-04,11165,17,3101,0,58,68977400
2020-06-05,11242,1,3102,0,58,68977400
2020-06-06,11319,2,3104,0,58,68977400
2020-06-07,11396,8,3112,0,58,68977400
2020-06-08,11473,7,3119,0,58,68977400
2020-06-09,11550,2,3121,0,58,68977400
2020-06-10,11627,4,3125,0,58,68977400
2020-06-11,11704,0,3125,0,58,68977400
2020-06-12,11781,4,3129,0,58,68977400
2020-06-13,11858,5,3134,0,58,68977400
2020-06-14,11935,1,3135,0,58,68977400
2020-06-15,12012,0,3135,0,58,68977400
2020-06-16,12089,0,3135,0,58,68977400
2020-06-17,12166,0,3135,0,58,68977400
2020-06-18,12243,6,3141,0,58,68977400
2020-06-19,12320,5,3146,0,58,68977400
2020-06-20,12397,1,3147,0,58,68977400
2020-06-21,12474,1,3148,0,58,68977400
2020-06-22,12551,3,3151,0,58,68977400
2020-06-23,12628,5,3156,0,58,68977400
2020-06-24,12705,1,3157,0,58,68977400
2020-06-25,12782,1,3158,0,58,68977400
2020-06-26,12859,4,3162,0,58,68977400
2020-06-27,12936,0,3162,0,58,68977400
2020-06-28,13013,0,3162,0,58,68977400
2020-06-29,13090,7,3169,0,58,68977400
2020-06-30,13167,2,3171,0,58,68977400
2020-07-01,13244,2,3173,0,58,68977400
2020-07-02,13321,6,3179,0,58,68977400
2020-07-03,13398,1,3180,0,58,68977400
2020-07-04,13475,5,3185,0,58,68977400
2020-07-05,13552,5,3190,0,58,68977400
2020-07-06,13629,5,3195,0,58,68977400
2020-07-07,13706,0,3195,0,58,68977400
2020-07-08,13783,2,3197,0,58,68977400
2020-07-09,13860,5,3202,0,58,68977400
2020-07-10,13937,0,3202,0,58,68977400
2020-07-11,14014,14,3216,0,58,68977400
2020-07-12,14091,1,3217,0,58,68977400
2020-07-13,14168,2,3219,0,58,68977400
2020-07-14,14245,7,3226,0,58,68977400
2020-07-15,14322,5,3231,0,58,68977400
2020-07-16,14399,4,3235,0,58,68977400
2020-07-17,14476,3,3238,0,58,68977400
2020-07-18,14553,7,3245,0,58,68977400
2020-07-19,14630,3,3248,0,58,68977400
2020-07-20,14707,1,3249,0,58,68977400
2020-07-21,14784,5,3254,0,58,68977400
2020-07-22,14861,6,3260,0,58,68977400
2020-07-23,14938,8,3268,0,58,68977400
2020-07-24,15015,10,3278,0,58,68977400
2020-07-25,15092,3,3281,0,58,68977400
2020-07-26,15169,9,3290,0,58,68977400
2020-07-27,15246,4,3294,0,58,68977400
2020-07-28,15323,2,3296,0,58,68977400
2020-07-29,15400,1,3297,0,58,68977400
2020-07-30,15477,6,3303,0,58,68977400
2020-07-31,15554,6,3309,0,58,68977400
2020-08-01,15631,2,3311,0,58,68977400
2020-08-02,15708,5,3316,0,58,68977400
2020-08-03,15785,3,3319,0,58,68977400
2020-08-04,15862,1,3320,0,58,68977400
2020-08-05,15939,7,3327,0,58,68977400
2020-08-06,16016,2,3329,0,58,68977400
2020-08-07,16093,15,3344,0,58,68977400
2020-08-08,16170,3,3347,0,58,68977400
2020-08-09,16247,3,3350,0,58,68977400
2020-08-10,16324,0,3350,0,58,68977400
2020-08-11,16401,0,3350,0,58,68977400
2020-08-12,16478,5,3355,0,58,68977400
2020-08-13,16555,3,3358,0,58,68977400
2020-08-14,16632,17,3375,0,58,68977400
2020-08-15,16709,0,3375,0,58,68977400
2020-08-16,16786,1,3376,0,58,68977400
2020-08-17,16863,1,3377,0,58,68977400
2020-08-18,16940,3,3380,0,58,68977400
2020-08-19,17017,1,3381,0,58,68977400
2020-08-20,17094,7,3388,0,58,68977400
2020-08-21,17171,1,3389,0,58,68977400
2020-08-22,17248,0,3389,0,58,68977400
2020-08-23,17325,5,3394,0,58,68977400
2020-08-24,17402,2,3396,0,58,68977400
2020-08-25,17479,5,3401,0,58,68977400
2020-08-26,17556,1,3402,0,58,68977400
2020-08-27,17633,1,3403,0,58,68977400
2020-08-28,17710,6,3409,0,58,68977400
2020-08-29,17787,1,3410,0,58,68977400
2020-08-30,17864,0,3410,0,58,68977400
2020-08-31,17941,1,3411,0,58,68977400
2020-09-01,18018,5,3416,0,58,68977400
2020-09-02,18095,8,3424,0,58,68977400
2020-09-03,18172,2,3426,0,58,68977400
2020-09-04,18249,4,3430,0,58,68977400
2020-09-05,18326,7,3437,0,58,68977400
2020-09-06,18403,6,3443,0,58,68977400
2020-09-07,18480,1,3444,0,58,68977400
2020-09-08,18557,1,3445,0,58,68977400
